Date,Price,Open,High,Low,Vol.,Change %
09/26/2024,143.0,145.5,146.2,142.95,9.86M,-1.16%
09/25/2024,144.68,139.8,144.85,139.06,12.71M,3.71%
09/24/2024,139.51,139.44,140.2,136.8,7.70M,0.19%
09/23/2024,139.25,141.98,144.0,137.2,23.08M,-1.42%
09/20/2024,141.25,145.99,146.39,140.3,29.41M,-3.02%
09/19/2024,145.65,142.95,148.0,142.05,11.44M,2.01%
09/18/2024,142.78,141.4,143.44,140.75,4.28M,1.22%
09/16/2024,141.06,142.0,144.5,140.45,6.93M,-0.80%
09/13/2024,142.2,140.11,144.4,139.41,14.13M,2.67%
09/12/2024,138.5,137.06,139.5,137.0,5.11M,0.97%
09/11/2024,137.17,136.0,137.83,134.6,4.19M,1.05%
09/10/2024,135.75,136.44,136.74,135.0,1.68M,-0.47%
09/09/2024,136.39,137.3,138.7,136.0,2.07M,-0.26%
09/06/2024,136.75,137.25,137.89,136.5,1.32M,-0.36%
09/05/2024,137.25,137.69,138.65,136.45,3.49M,-0.15%
09/04/2024,137.45,134.6,138.7,134.6,13.00M,2.38%
09/03/2024,134.25,133.5,134.7,133.5,1.14M,0.57%
09/02/2024,133.49,133.25,136.0,132.16,3.10M,0.60%
08/30/2024,132.7,133.05,134.4,132.6,1.30M,-0.23%
08/29/2024,133.0,132.53,133.47,131.92,1.14M,0.33%
08/28/2024,132.56,133.56,133.56,132.5,781.53K,-0.44%
08/27/2024,133.15,135.51,136.47,132.91,3.20M,-0.97%
08/26/2024,134.45,135.89,136.0,134.0,1.16M,-0.41%
08/23/2024,135.01,135.02,136.3,134.3,2.54M,0.01%
08/22/2024,135.0,134.6,136.85,134.01,4.25M,0.82%
08/21/2024,133.9,134.0,134.98,133.0,2.92M,0.83%
08/20/2024,132.8,132.25,133.24,131.51,942.04K,0.84%
08/19/2024,131.7,132.75,133.65,131.6,1.73M,0.17%
08/16/2024,131.48,132.51,133.35,131.1,2.12M,-0.77%
08/15/2024,132.5,134.4,135.75,132.0,4.16M,-0.90%
08/13/2024,133.7,133.54,135.0,132.78,2.67M,0.23%
08/12/2024,133.39,135.0,137.1,133.1,4.63M,-1.51%
08/09/2024,135.44,140.4,141.11,135.2,8.58M,-2.70%
08/08/2024,139.2,129.7,139.98,129.0,24.26M,7.57%
08/07/2024,129.4,130.0,131.2,128.85,2.21M,0.12%
08/06/2024,129.25,131.0,132.0,129.05,2.30M,0.20%
08/05/2024,128.99,131.49,134.7,128.85,6.77M,-1.08%
08/02/2024,130.4,129.21,131.5,128.51,1.24M,0.93%
08/01/2024,129.2,129.96,130.24,128.05,952.49K,0.11%
07/31/2024,129.06,131.79,132.15,129.05,1.13M,-2.09%
07/30/2024,131.81,133.5,134.42,130.52,3.52M,-0.63%
07/29/2024,132.65,129.04,134.69,129.04,5.90M,2.75%
07/26/2024,129.1,131.3,132.6,128.29,3.54M,-1.38%
07/25/2024,130.9,132.0,132.47,130.7,1.14M,-0.76%
07/24/2024,131.9,132.2,132.88,131.3,1.29M,0.08%
07/23/2024,131.8,130.0,132.2,129.99,2.33M,1.62%
07/22/2024,129.7,133.75,133.75,129.0,3.76M,-3.32%
07/19/2024,134.15,137.25,137.65,133.3,5.12M,-2.16%
07/18/2024,137.11,133.25,137.48,132.7,8.53M,3.40%
07/15/2024,132.6,133.0,134.8,132.13,3.88M,1.42%
07/12/2024,130.74,133.0,133.15,129.05,3.42M,-1.62%
07/11/2024,132.89,133.0,134.79,132.5,3.39M,-0.53%
07/10/2024,133.6,134.51,134.88,131.95,3.92M,-0.51%
07/09/2024,134.29,134.25,135.39,133.9,3.30M,0.52%
07/08/2024,133.6,133.8,134.5,132.5,3.07M,0.53%
07/05/2024,132.9,135.0,135.48,132.5,5.33M,-1.77%
07/04/2024,135.3,137.4,138.64,134.6,4.90M,-1.02%
07/03/2024,136.7,136.0,139.2,136.0,7.03M,0.51%
07/02/2024,136.0,136.01,137.3,135.25,4.77M,0.28%
07/01/2024,135.62,135.0,137.37,134.25,8.32M,0.35%
06/28/2024,135.15,137.0,137.38,134.9,4.87M,-0.85%
06/27/2024,136.31,135.99,138.0,135.0,16.93M,1.11%
06/26/2024,134.81,129.0,138.4,127.27,27.46M,4.67%
06/25/2024,128.8,131.9,131.9,128.76,3.20M,-2.49%
06/24/2024,132.09,134.0,134.7,131.01,4.31M,-0.92%
06/21/2024,133.31,135.8,135.8,132.65,4.95M,-1.26%
06/20/2024,135.01,131.7,135.25,131.65,8.40M,2.51%
06/14/2024,131.7,131.99,133.95,130.5,11.10M,1.90%
06/13/2024,129.25,122.0,129.25,121.4,17.61M,8.44%
06/12/2024,119.19,118.5,120.35,118.5,4.62M,-0.18%
